Baccalaureate Institution,Current Institution,Field of Study,Year,Status
university of san diego,university of san diego,Life Sciences - Molecular Biology,2011,mention
university of colorado at boulder,stanford university,Life Sciences - Cell Biology,2011,mention
california state universitynorthridge,university of michigan  dearborn,Engineering - Mechanical,2011,mention
san francisco state university,university of california santa cruz,Geosciences - other (specify) - Geomorphology and Active Tectonics,2011,mention
portland state university,university of new hampshire durham,Social Sciences - Archaeology,2011,mention
stanford university,undecided,Geosciences - Climate Dynamics,2011,mention
barnard college,university of california los angeles,Psychology - other (specify) - Behavioral Neuroscience,2011,mention
purdue university northwest,university of massachusetts boston,Engineering - Biomedical,2011,mention
west chester university of pennsylvania,rutgers university,Life Sciences - Ecology,2011,mention
university of west florida,pennsylvania state university,Psychology - Psycholinguistics,2011,mention
humboldt state university,portland state university,Social Sciences - Cultural Anthropology,2011,mention
university of california san diego,university of californiasan diego scripps inst of oceanography,Geosciences - Geophysics,2011,mention
michigan technological university,michigan technological university,Physics and Astronomy - Astrophysics,2011,mention
university of colorado at boulder,university of colorado at boulder,Life Sciences - Ecology,2011,mention
brigham young university hawaii,georgia institute of technology,Engineering - Electrical and Electronic,2011,mention
suny at buffalo,university of washington,Life Sciences - Fish and Wildlife,2011,mention
california polytechnic state university san luis obispo,california polytechnic state university san luis obispo,Life Sciences - Physiology,2011,mention
university of the district of columbia,university of the district of columbia,Chemistry - Organic,2011,mention
grinnell college,grinnell college,Chemistry - Organic,2011,mention
ferris state university,university of north georgia,Life Sciences - Microbiology,2011,mention
university of southern indiana,university of california irvine,Psychology - Cognitive,2011,mention
missouri university of science and technology,johns hopkins university applied physics laboratory,Engineering - Chemical Engineering,2011,mention
williams college,undecided,Life Sciences - Evolutionary Biology,2011,mention
university of kansas,emory university,Life Sciences - Evolutionary Biology,2011,mention
university of california davis,university of california davis,Social Sciences - other (specify) - Transportation Policy,2011,mention
boston university,massachusetts institute of technology,Physics and Astronomy - Condensed Matter Physics,2011,mention
cornell university,texas am university main campus,Life Sciences - Entomology,2011,mention
university of maryland baltimore county,university of north carolina at chapel hill,Chemistry - Organic,2011,mention
rensselaer polytechnic institute,rensselaer polytechnic institute,Life Sciences - Computational Biology,2011,mention
university of california davis,university of california davis,Social Sciences - Economics (except Business Administration),2011,mention
stanford university,stanford university,Social Sciences - Political Science,2011,mention
university of notre dame,university of southern indiana,Mathematical Sciences - Analysis,2011,mention
massachusetts institute of technology,massachusetts institute of technology,Mathematical Sciences - Algebra or Number Theory,2011,mention
washington state university at vancouver,colorado school of mines,Engineering - Materials,2011,mention
the ohio state universitycete,the ohio state universitycete,Engineering - Chemical Engineering,2011,mention
clemson university,cornell university,Chemistry - Inorganic,2011,mention
massachusetts institute of technology,duke university,Engineering - Biomedical,2011,mention
princeton university,cornell university,"Comp/IS/Eng - Artificial Intelligence (including Robotics, Computer Vision and H",2011,mention
university of science  arts of oklahoma,oklahoma state university,Psychology - Developmental,2011,mention
trinity university,vanderbilt university,Engineering - Biomedical,2011,mention
university of maryland baltimore county,university of washington,Life Sciences - Neurosciences,2011,mention
state university of new york system,university of minnesota  twin cities,Social Sciences - Archaeology,2011,mention
stanford university,undecided,Engineering - Mechanical,2011,mention
queens university,cornell university,Physics and Astronomy - other (specify) - Accelerator Physics,2011,mention
millersville university of pennsylvania,pennsylvania state university,Geosciences - Mesoscale Dynamic Meteorology,2011,mention
university of california berkeley,university of california berkeley,Social Sciences - Geography,2011,mention
state university of new york polytechnic institute,state university of new york polytechnic institute,Engineering - Mechanical,2011,mention
university of michigan  ann arbor,university of colorado at boulder,Life Sciences - Developmental Biology,2011,mention
university of miami,university of washington,Geosciences - Mesoscale Dynamic Meteorology,2011,mention
university of washington,state university of new york system,Comp/IS/Eng - Computer Science - Languages and Systems,2011,mention
bowdoin college,dartmouth college,Psychology - Social,2011,mention
university of wisconsinmadison,university of california berkeley,Social Sciences - Sociology  (except Social Work),2011,mention
university of california santa cruz,university of arizona,Life Sciences - Ecosystem Ecology,2011,mention
fordham university,penn state university,Social Sciences - other (specify) - Human Development and Family Studies,2011,mention
yale university,undecided,Social Sciences - Economics (except Business Administration),2011,mention
university of the district of columbia,undecided,Social Sciences - Economics (except Business Administration),2011,mention
emory university,undecided,Psychology - Experimental or Comparative,2011,mention
purdue university northwest,purdue university northwest,Comp/IS/Eng - Computer Architecture and Grids,2011,mention
university of california los angeles,university of washington,Engineering - Bioengineering,2011,mention
florida institute of technology,university of new england,Life Sciences - Marine Biology,2011,mention
university of the district of columbia,harvard university,Chemistry - Biophysical,2011,mention
rensselaer polytechnic institute,rensselaer polytechnic institute,Mathematical Sciences - Applications of Mathematics (including Biometrics and Bi,2011,mention
university of san diego,university of san diego,Engineering - Bioengineering,2011,mention
university of virginia main campus,princeton university,Engineering - Aeronautical and Aerospace,2011,mention
university of the district of columbia,university of the district of columbia,Engineering - Environmental,2011,mention
stetson university,princeton university,Life Sciences - Ecology,2011,mention
university of california irvine,university of michigan  ann arbor,Engineering - Energy,2011,mention
trinity university,the scripps research institute,Life Sciences - Biochemistry,2011,mention
harvard university,university of california berkeley,Chemistry - Physical,2011,mention
west chester university of pennsylvania,west chester university of pennsylvania,Engineering - Bioengineering,2011,mention
university of georgia,university of washington,Life Sciences - other (specify) - Human and Statistical Genetics,2011,mention
university of maryland baltimore county,northwestern university,Chemistry - Organic,2011,mention
cornell university,john brown university,Social Sciences - Sociology  (except Social Work),2011,mention
university of minnesota  twin cities,wayne state university,Psychology - Social,2011,mention
university of californiaberkeley,university of californiaberkeley,Engineering - Bioengineering,2011,mention
johns hopkins university applied physics laboratory,university of pittsburgh​titusville,Engineering - Bioengineering,2011,mention
university of california los angeles,california institute of technology,Engineering - Mechanical,2011,mention
morehouse college,northwestern university,Engineering - Materials,2011,mention
western washington university,western washington university,Engineering - Environmental,2011,mention
university of washington,yale university,Life Sciences - Genetics,2011,mention
cornell university,west chester university of pennsylvania,Engineering - Materials,2011,mention
texas tech university,texas tech university,Engineering - Electrical and Electronic,2011,mention
purdue university northwest,university of texas at austin,Engineering - Mechanical,2011,mention
montana state university  northern,montana state university  northern,Chemistry - Inorganic,2011,mention
west chester university of pennsylvania,john brown university,Psychology - Psycholinguistics,2011,mention
university of connecticut,vanderbilt university,Psychology - Cognitive Neuroscience,2011,mention
university of texas at austin,cornell university,Comp/IS/Eng - Computer Science - Languages and Systems,2011,mention
university of georgia,texas am university main campus,Chemistry - Biophysical,2011,mention
john brown university,university of washington,Engineering - Bioengineering,2011,mention
northern new mexico college,university of southern indiana,Life Sciences - Animal Behavior,2011,mention
purdue university northwest,university of illinois at urbanachampaign,Engineering - Environmental,2011,mention
colby community college,western state colorado university,Life Sciences - Forestry,2011,mention
michigan state university,university of california davis,Life Sciences - Ecology,2011,mention
the college of new jersey,west chester university of pennsylvania,Engineering - Bioengineering,2011,mention
university of californiaberkeley,princeton university,Engineering - Mechanical,2011,mention
smith college,university of michigan  dearborn,Social Sciences - Political Science,2011,mention
yale university,undecided,Social Sciences - Economics (except Business Administration),2011,mention
john brown university,university of california davis,Life Sciences - Ecology,2011,mention
rensselaer polytechnic institute,cornell university,Engineering - Chemical Engineering,2011,mention
marymount manhattan college,princeton university,Engineering - Chemical Engineering,2011,mention
university of massachusetts boston,university of massachusetts boston,Engineering - Electrical and Electronic,2011,mention
university of massachusetts at lowell,worcester polytechnic institute,Life Sciences - Biochemistry,2011,mention
duke university,university of texas at austin,Engineering - Biomedical,2011,mention
university of delaware,cornell university,Engineering - Chemical Engineering,2011,mention
bowling green state university,university of michigan  ann arbor,Psychology - other (specify) - Personality and Social Contexts,2011,mention
university of pittsburgh​titusville,university of pittsburgh​titusville,Psychology - Cognitive,2011,mention
cornell university,cornell university,Engineering - Mechanical,2011,mention
community college of allegheny county,johns hopkins bloomberg school of public health,Life Sciences - Microbiology,2011,mention
cornell university,undecided,Life Sciences - Population and Community Ecology,2011,mention
university of california berkeley,university of wisconsinmadison,Psychology - Developmental,2011,mention
urban college of boston,northwestern university,Engineering - Materials,2011,mention
rensselaer polytechnic institute,john brown university,Psychology - Cognitive,2011,mention
arizona state university,cornell university,Engineering - Biomedical,2011,mention
smith college,university of illinois at urbanachampaign,Social Sciences - Political Science,2011,mention
university of california santa cruz,university of california davis,Life Sciences - Microbiology,2011,mention
cornell university,northwestern university,Engineering - Chemical Engineering,2011,mention
university of michigan  ann arbor,university of michigan  ann arbor,Engineering - Materials,2011,mention
university of illinois at urbanachampaign,university of illinois at urbanachampaign,Engineering - Electrical and Electronic,2011,mention
cornell university,university of california san francisco,Life Sciences - Physiology,2011,mention
california state universitynorthridge,university of california los angeles,Mathematical Sciences - other (specify) - Combinatorics,2011,mention
university of illinois at chicago,university of californiaberkeley,Physics and Astronomy - Theoretical Physics,2011,mention
university of oklahoma,university of oklahoma,Geosciences - Mesoscale Dynamic Meteorology,2011,mention
harvard college president  fellows of,harvard university,Geosciences - Geophysics,2011,mention
university of southern indiana,suny environmental science and forestry,Geosciences - Hydrologic Sciences,2011,mention
university of west florida,emory university,Social Sciences - Archaeology,2011,mention
university of california los angeles,harvard university,Life Sciences - Neurosciences,2011,mention
clark university,northwestern university,Engineering - Bioengineering,2011,mention
university of californiaberkeley,university of californiaberkeley,Engineering - Materials,2011,mention
fort lewis college,undecided,Life Sciences - Population and Community Ecology,2011,mention
university of west florida,university of california berkeley,Engineering - Environmental,2011,mention
university of houston,georgia institute of technology,Engineering - Bioengineering,2011,mention
university of illinois at urbanachampaign,stanford university,Engineering - Mechanical,2011,mention
california state universitybakersfield,university of california los angeles,Psychology - Neuropsychology,2011,mention
franklin w olin college of engineering,northwestern university,Engineering - Mechanical,2011,mention
college of charleston,university of california los angeles,Social Sciences - Political Science,2011,mention
colorado northwestern community college,university of washington,Life Sciences - Marine Biology,2011,mention
depaul university,university of chicago,Life Sciences - Ecosystem Ecology,2011,mention
university of wisconsinmadison,university of wisconsinmadison,Mathematical Sciences - Algebra or Number Theory,2011,mention
randolphmacon womans college,university of maryland eastern shore,Psychology - Developmental,2011,mention
university of west florida,university of west florida,Social Sciences - Economics (except Business Administration),2011,mention
vassar college,university of west florida,Physics and Astronomy - Astronomy,2011,mention
university of west florida,university of the district of columbia,Engineering - Biomedical,2011,mention
stanford university,stanford university,Engineering - Mechanical,2011,mention
university of puerto rico,north carolina state university,Chemistry - other (specify) - Education,2011,mention
university of rochester,yale university,Life Sciences - Biochemistry,2011,mention
university of tampa,texas am university main campus,Life Sciences - Environmental Sciences,2011,mention
university of texas at austin,university of texas at austin,Engineering - Environmental,2011,mention
university of colorado at boulder,new mexico state university​dona ana,Physics and Astronomy - Astronomy,2011,mention
state university of new york system,university of michigan  dearborn,Psychology - Developmental,2011,mention
university of california berkeley,university of california berkeley,Physics and Astronomy - other (specify) - Materials Physics,2011,mention
university of michigan  dearborn,duke university,Life Sciences - Neurosciences,2011,mention
university of california berkeley,university of california santa cruz,Geosciences - other (specify) - Geomorphology,2011,mention
california polytechnic state university san luis obispo,university of california davis,Engineering - Biomedical,2011,mention
villanova university,university of texas at austin,Engineering - Environmental,2011,mention
bowie state university,bowie state university,Engineering - Electrical and Electronic,2011,mention
university of illinois at urbanachampaign,university of illinois at urbanachampaign,Engineering - Electrical and Electronic,2011,mention
university of puget sound,university of puget sound,Physics and Astronomy - Condensed Matter Physics,2011,mention
rensselaer polytechnic institute,rensselaer polytechnic institute,Comp/IS/Eng - Scientific Computing and Informatics,2011,mention
johns hopkins university applied physics laboratory,university of california san francisco,Engineering - Bioengineering,2011,mention
western washington university,massachusetts institute of technology,Life Sciences - Microbiology,2011,mention
case western reserve university,university of california berkeley,Chemistry - Inorganic,2011,mention
richard bland college of the college of william and mary,emory university,Psychology - Experimental or Comparative,2011,mention
northwestern university,stanford university,Engineering - Chemical Engineering,2011,mention
purdue university northwest,johns hopkins university applied physics laboratory,Engineering - Biomedical,2011,mention
university of washington,university of california san diego,Chemistry - Analytical,2011,mention
university of wisconsinstevens point,university of wisconsinstevens point,Life Sciences - Ecology,2011,mention
university of the district of columbia,undecided,Life Sciences - Ecology,2011,mention
taylor university,stanford university,Engineering - Environmental,2011,mention
university of kansas,harvard university,Life Sciences - Microbiology,2011,mention
california state universitysan bernardino,university of california riverside,Geosciences - Geophysics,2011,mention
clemson university,university of arizona,Geosciences - Geophysics,2011,mention
cornell university,rit alumni relations,Engineering - Environmental,2011,mention
university of michigan  ann arbor,undecided,Engineering - Engineering Science,2011,mention
west chester university of pennsylvania,cambridge university,Mathematical Sciences - Algebra or Number Theory,2011,mention
sharif university of technology,florida institute of technology,Geosciences - Physical Meteorology,2011,mention
cooper union for the advancement of science and art,cornell university,"Comp/IS/Eng - Artificial Intelligence (including Robotics, Computer Vision and H",2011,mention
purdue university northwest,university of pittsburgh​titusville,Engineering - Bioengineering,2011,mention
state university of new york at binghamton,cornell university,Geosciences - Hydrologic Sciences,2011,mention
vassar college,university of the district of columbia,Life Sciences - Microbiology,2011,mention
pennsylvania state university,clemson university,Engineering - other (specify) - Automotive Engineering,2011,mention
university of california davis,san francisco state university,Mathematical Sciences - Algebra or Number Theory,2011,mention
northwestern university,university of wisconsinmadison,Psychology - Developmental,2011,mention
university of california berkeley,university of california berkeley,Life Sciences - Computational Biology,2011,mention
northwestern university,university of california davis,Engineering - Mechanical,2011,mention
university of north carolina at chapel hill,princeton university,Geosciences - Geochemistry,2011,mention
michigan state university,clemson university,Life Sciences - Ecology,2011,mention
university of the district of columbia,university of michigan  ann arbor,Comp/IS/Eng - Computer Architecture and Grids,2011,mention
brigham young university hawaii,brigham young university hawaii,Mathematical Sciences - Geometry,2011,mention
new mexico state university​dona ana,university of new mexico,Engineering - Civil Engineering,2011,mention
university of california riverside,university of california riverside,Physics and Astronomy - Solid State,2011,mention
california state university san marcos,california state university san marcos,Mathematical Sciences - other (specify) - Combinatorics,2011,mention
university of connecticut,undecided,Psychology - Social,2011,mention
university of california davis,undecided,Life Sciences - Marine Biology,2011,mention
texas am university main campus,university of texas at san antonio,Engineering - Biomedical,2011,mention
agnes scott college,university of north georgia,Life Sciences - Population and Community Ecology,2011,mention
university of northern iowa,university of maryland eastern shore,Comp/IS/Eng - Networks and Communications,2011,mention
texas am university main campus,northwestern university,Chemistry - Materials,2011,mention
yale university,yale university,Mathematical Sciences - Geometry,2011,mention
rutgers university,yale university,Life Sciences - Biophysics,2011,mention
swarthmore college,west chester university of pennsylvania,Physics and Astronomy - Particle Physics,2011,mention
john brown university,university of california berkeley,Life Sciences - Biophysics,2011,mention
west chester university of pennsylvania,massachusetts institute of technology,Engineering - Mechanical,2011,mention
valparaiso university,western washington university,Life Sciences - Biochemistry,2011,mention
duke university,university of californiaberkeley,Life Sciences - Genetics,2011,mention
university of california merced,university of california merced,Life Sciences - Environmental Sciences,2011,mention
washington  lee university,princeton university,Life Sciences - Ecology,2011,mention
pennsylvania state university,north carolina state university,Life Sciences - Zoology,2011,mention
purdue university northwest,undecided,Engineering - Aeronautical and Aerospace,2011,mention
university of california davis,university of san diego,Life Sciences - Structural Biology,2011,mention
johns hopkins university applied physics laboratory,university of illinois at urbanachampaign,Mathematical Sciences - Operations Research,2011,mention
university of houston,rice university,Chemistry - Physical,2011,mention
oberlin college,cornell university,Physics and Astronomy - Astrophysics,2011,mention
west chester university of pennsylvania,university of texas at austin,Psychology - Cognitive Neuroscience,2011,mention
iowa state university,iowa state university,Mathematical Sciences - Probability and Statistics,2011,mention
university of california santa barbara,university of california san diego,Social Sciences - Economics (except Business Administration),2011,mention
university of california santa cruz,san francisco state university,Life Sciences - Ecology,2011,mention
california institute of technology,california institute of technology,Physics and Astronomy - Particle Physics,2011,mention
cornell university,undecided,Engineering - Environmental,2011,mention
grand valley state university,university of michigan  dearborn,Life Sciences - Microbiology,2011,mention
university of washington,duke university,Life Sciences - Computational Biology,2011,mention
university of california davis,university of california berkeley,Life Sciences - Evolutionary Biology,2011,mention
university of alabama at birmingham,university of texas at austin,Engineering - Biomedical,2011,mention
john brown university,yale university,Life Sciences - Genetics,2011,mention
bucknell university,duke university,Social Sciences - Physical Anthropology,2011,mention
university of north carolina at chapel hill,undecided,Physics and Astronomy - Condensed Matter Physics,2011,mention
university of north georgia,university of alabama at birmingham,Life Sciences - Biophysics,2011,mention
university of california santa barbara,tufts university,Psychology - Social,2011,mention
massachusetts institute of technology,cornell university,Engineering - Aeronautical and Aerospace,2011,mention
state university of new york system,harvard university,Chemistry - other (specify) - Chemical Biology,2011,mention
duke university,university of north carolina at chapel hill,Life Sciences - Ecology,2011,mention
university of the district of columbia,undecided,Social Sciences - Economics (except Business Administration),2011,mention
university of illinois at chicago,cornell university,"Comp/IS/Eng - Artificial Intelligence (including Robotics, Computer Vision and H",2011,mention
university of illinois at chicago,university of illinois at chicago,Mathematical Sciences - Logic or Foundations of Mathematics,2011,mention
cornell university,cornell university,Engineering - Environmental,2011,mention
university of california riverside,university of california riverside,Life Sciences - Molecular Biology,2011,mention
university of illinois at chicago,university of illinois at chicago,Chemistry - Bio-organic,2011,mention
sarah lawrence college,uclahigher education research institute,Social Sciences - Cultural Anthropology,2011,mention
georgia institute of technology,university of virginia main campus,Engineering - Biomedical,2011,mention
princeton university,princeton university,Mathematical Sciences - Topology,2011,mention
union county college,university of washington,Life Sciences - Neurosciences,2011,mention
montana state university  northern,university of north georgia,Life Sciences - Ecology,2011,mention
john brown university,california institute of technology,Chemistry - Bio-inorganic,2011,mention
university of illinois at urbanachampaign,university of colorado at boulder,Engineering - Mechanical,2011,mention
university of texas at austin,university of wisconsinmadison,Engineering - Chemical Engineering,2011,mention
illinois institute of technology,university of michigan  dearborn,Engineering - Aeronautical and Aerospace,2011,mention
university of illinois at chicago,massachusetts institute of technology,Life Sciences - Biophysics,2011,mention
university of colorado at boulder,stanford university,Engineering - Environmental,2011,mention
alma college,arizona state university,Life Sciences - Animal Behavior,2011,mention
arizona state university,arizona state university,Life Sciences - Ecology,2011,mention
rutgers university,rutgers university,Engineering - Bioengineering,2011,mention
university of california berkeley,cornell university,Life Sciences - Animal Behavior,2011,mention
stanford university,university of san diego,Social Sciences - Economics (except Business Administration),2011,mention
vanderbilt university,undecided,Social Sciences - Archaeology,2011,mention
st petersburg state university,university of california berkeley,Social Sciences - Cultural Anthropology,2011,mention
university of rochester,university of rochester,Physics and Astronomy - Astronomy,2011,mention
university of california berkeley,cornell university,Chemistry - Biophysical,2011,mention
saint vincent college,university of notre dame,Chemistry - Theoretical,2011,mention
university of californiaberkeley,university of californiaberkeley,Engineering - Electrical and Electronic,2011,mention
harvard college president  fellows of,university of california berkeley,Chemistry - Bio-organic,2011,mention
northern arizona university,university of california riverside,Physics and Astronomy - Particle Physics,2011,mention
university of san diego,san diego state university,Life Sciences - Neurosciences,2011,mention
university of california los angeles,stanford university,Engineering - Bioengineering,2011,mention
san diego state university,university of colorado at boulder,Engineering - Environmental,2011,mention
williams college,northwestern university,Chemistry - Materials,2011,mention
university of californiaberkeley,massachusetts institute of technology,"Comp/IS/Eng - Artificial Intelligence (including Robotics, Computer Vision and H",2011,mention
california institute of technology,massachusetts institute of technology,Life Sciences - Population and Community Ecology,2011,mention
carnegie mellon university,yale university,Engineering - Biomedical,2011,mention
duke university,the scripps research institute,Life Sciences - Biophysics,2011,mention
johns hopkins university applied physics laboratory,northwestern university,Engineering - Mechanical,2011,mention
syracuse university,undecided,Psychology - Developmental,2011,mention
minnesota state university mankato,undecided,Life Sciences - Biological Oceanography,2011,mention
university of memphis,university of virginia main campus,Engineering - Engineering Science,2011,mention
university of californiaberkeley,university of californiaberkeley,"Comp/IS/Eng - Artificial Intelligence (including Robotics, Computer Vision and H",2011,mention
harvey mudd college,harvey mudd college,Physics and Astronomy - Plasma,2011,mention
georgia institute of technology,university of illinois at chicago,Social Sciences - Economics (except Business Administration),2011,mention
case western reserve university,university of california irvine,Chemistry - Organic,2011,mention
stanford university,undecided,Life Sciences - Environmental Sciences,2011,mention
clemson university,north carolina state university,Engineering - Biomedical,2011,mention
ohio university,ohio university,Social Sciences - Political Science,2011,mention
university of southern indiana,university of illinois at chicago,STEM Education and Learning Research - Science Education,2011,mention
dartmouth college,carnegie mellon university,Comp/IS/Eng - Human Computer Interaction,2011,mention
pennsylvania state university,pennsylvania state university,Geosciences - Mesoscale Dynamic Meteorology,2011,mention
rochester institute of tech,rochester institute of tech,Engineering - Electrical and Electronic,2011,mention
pennsylvania state university,pennsylvania state university,Engineering - Electrical and Electronic,2011,mention
pomona college,university of california san francisco,Life Sciences - Neurosciences,2011,mention
university of california berkeley,university of california berkeley,Engineering - Materials,2011,mention
virginia state university,virginia state university,Engineering - Energy,2011,mention
rice university,georgia institute of technology,Engineering - Chemical Engineering,2011,mention
george washington university,emory university,Social Sciences - Cultural Anthropology,2011,mention
university of the district of columbia,university of the district of columbia,Comp/IS/Eng - Graphics and Visualization,2011,mention
purdue university northwest,western washington university,Psychology - Cognitive,2011,mention
university of san diego,undecided,Life Sciences - Genetics,2011,mention
washington state community college,university of maryland baltimore county,Life Sciences - Evolutionary Biology,2011,mention
cornell university,yale university,Life Sciences - Molecular Biology,2011,mention
ohio university,purdue university northwest,Engineering - Mechanical,2011,mention
harvey mudd college,massachusetts institute of technology,Life Sciences - Biochemistry,2011,mention
university of arizona,washington university in st louis,Psychology - Personality and Individual Differences,2011,mention
university of california los angeles,university of california santa cruz,Mathematical Sciences - Applications of Mathematics (including Biometrics and Bi,2011,mention
brigham young university hawaii,brigham young university hawaii,Engineering - other (specify) - Sustainable Design and Construction,2011,mention
university of north carolina at chapel hill,georgia institute of technology,Comp/IS/Eng - Human Computer Interaction,2011,mention
wesleyan university,west chester university of pennsylvania,Chemistry - Organic,2011,mention
calvin college,uw graduate school,Life Sciences - Botany (including Plant Physiology),2011,mention
university of wisconsinmilwaukee,university of nebraskalincoln,Geosciences - Paleoclimate,2011,mention
university of california santa cruz,undecided,Life Sciences - Fish and Wildlife,2011,mention
saint olaf college,yale university,Life Sciences - Biochemistry,2011,mention
university of florida,pennsylvania state university,Engineering - Industrial,2011,mention
johns hopkins university applied physics laboratory,johns hopkins university applied physics laboratory,Engineering - Bioengineering,2011,mention
carnegie mellon university,georgia institute of technology,Engineering - Biomedical,2011,mention
lawrence university,university of wisconsinmadison,Life Sciences - Biochemistry,2011,mention
tufts university,university of california santa barbara,Engineering - Chemical Engineering,2011,mention
university of miami,university of washington,Life Sciences - Fish and Wildlife,2011,mention
university of pittsburgh​titusville,university of california merced,Life Sciences - Soil Science,2011,mention
elon university,university of washington,Life Sciences - Animal Behavior,2011,mention
university of washington,purdue university northwest,Engineering - Aeronautical and Aerospace,2011,mention
north carolina state university,arizona state university,Physics and Astronomy - other (specify) - Biological Physics,2011,mention
rice university,rice university,Engineering - Civil Engineering,2011,mention
university of new hampshire durham,university of new hampshire durham,Geosciences - Geochemistry,2011,mention
university of california berkeley,university of wisconsinmadison,Social Sciences - other (specify) - Environmental Studies,2011,mention
state university of new york at binghamton,princeton university,Physics and Astronomy - Condensed Matter Physics,2011,mention
carnegie mellon university,carnegie mellon university,Engineering - Materials,2011,mention
boston university,johns hopkins university applied physics laboratory,Engineering - Bioengineering,2011,mention
stetson university,stetson university,Physics and Astronomy - Particle Physics,2011,mention
tufts university,university of massachusetts at amherst,Geosciences - Hydrologic Sciences,2011,mention
university of alaska  fairbanks,university of alaska  fairbanks,Life Sciences - other (specify) - Conservation Biology,2011,mention
wellesley college,university of illinois at chicago,Life Sciences - Population and Community Ecology,2011,mention
barnard college,massachusetts institute of technology,Geosciences - Geochemistry,2011,mention
university of texas at arlington,university of california san diego,Chemistry - Inorganic,2011,mention
princeton university,princeton university,Mathematical Sciences - Algebra or Number Theory,2011,mention
university of denver,undecided,Physics and Astronomy - Condensed Matter Physics,2011,mention
university of akron wayne college,northwestern university,Mathematical Sciences - Applications of Mathematics (including Biometrics and Bi,2011,mention
university of texas at austin,rice university,Life Sciences - Cell Biology,2011,mention
university of miami,university of miami,Comp/IS/Eng - Graphics and Visualization,2011,mention
university of rhode island,university of massachusetts at dartmouth,Life Sciences - Physiology,2011,mention
california institute of technology,oregon state university,STEM Education and Learning Research - Science Education,2011,mention
university of texas at austin,university of texas at austin,Engineering - Chemical Engineering,2011,mention
university of illinois at urbanachampaign,university of californiaberkeley,Engineering - Bioengineering,2011,mention
eckerd college,university of washington,Life Sciences - Marine Biology,2011,mention
dartmouth college,stanford university,Life Sciences - Plant Pathology,2011,mention
southern oregon university,southern oregon university,Social Sciences - Medical Anthropology,2011,mention
clemson university,university of texas at austin,Engineering - Biomedical,2011,mention
virginia state university,arizona state university,Life Sciences - Neurosciences,2011,mention
colorado northwestern community college,harvard university,Geosciences - Geology,2011,mention
washington college,pennsylvania state university  schuylkill campus,Chemistry - Materials,2011,mention
university of virginia main campus,university of california berkeley,Engineering - Chemical Engineering,2011,mention
harvard college president  fellows of,university of illinois at urbanachampaign,Chemistry - Organic,2011,mention
elizabethtown community and technical college,pennsylvania state university,Life Sciences - Biochemistry,2011,mention
university of california berkeley,university of california davis,Life Sciences - Ecology,2011,mention
wesleyan university,university of west florida,Life Sciences - Evolutionary Biology,2011,mention
harvey mudd college,university of arizona,Life Sciences - Ecology,2011,mention
university of wyoming,washington state university at vancouver,Life Sciences - Botany (including Plant Physiology),2011,mention
cal poly pomona foundation inc,university of california los angeles,Social Sciences - Sociology  (except Social Work),2011,mention
cornell university,cornell university,Engineering - Chemical Engineering,2011,mention
wesleyan university,john brown university,Life Sciences - Molecular Biology,2011,mention
massachusetts institute of technology,massachusetts institute of technology,Chemistry - Materials,2011,mention
michigan state university,western washington university,Life Sciences - Immunology,2011,mention
new college of florida,cornell university,Life Sciences - Plant Pathology,2011,mention
hobart and william smith colleges,cornell university,Psychology - Developmental,2011,mention
wesleyan university,yale university,Life Sciences - Neurosciences,2011,mention
rice university,stanford university,"Comp/IS/Eng - Artificial Intelligence (including Robotics, Computer Vision and H",2011,mention
massachusetts institute of technology,harvard university,Physics and Astronomy - Astrophysics,2011,mention
university of california berkeley,california institute of technology,Chemistry - Bio-inorganic,2011,mention
university of wisconsinmadison,university of northern iowa,Psychology - Cognitive Neuroscience,2011,mention
university of west florida,university of california berkeley,Engineering - Materials,2011,mention
university of california davis,university of california davis,Geosciences - Climate Dynamics,2011,mention
pennsylvania state university,vanderbilt university,"Comp/IS/Eng - Artificial Intelligence (including Robotics, Computer Vision and H",2011,mention
carnegie mellon university,california institute of technology,Engineering - Mechanical,2011,mention
middlebury college,yale university,Life Sciences - Cell Biology,2011,mention
university of california santa barbara,portland state university,Chemistry - Materials,2011,mention
humboldt state university,north carolina state university,Life Sciences - Ecology,2011,mention
stanford university,undecided,Social Sciences - Geography,2011,mention
california institute of technology,harvard university,Physics and Astronomy - Condensed Matter Physics,2011,mention
university of california berkeley,university of california los angeles,Psychology - Developmental,2011,mention
georgetown university,the scripps research institute,Chemistry - Organic,2011,mention
oregon state university,harvard university,Life Sciences - Neurosciences,2011,mention
pacific university,florida international university,Social Sciences - Cultural Anthropology,2011,mention
cornell university,stanford university,"Comp/IS/Eng - Artificial Intelligence (including Robotics, Computer Vision and H",2011,mention
duke university,university of illinois at urbanachampaign,Psychology - Social,2011,mention
swarthmore college,university of illinois at chicago,Social Sciences - Sociology  (except Social Work),2011,mention
university of utah,university of utah,Engineering - Biomedical,2011,mention
yale university,university of california riverside,Life Sciences - Entomology,2011,mention
carleton college,university of minnesota  twin cities,Life Sciences - Genetics,2011,mention
arizona state university,carnegie mellon university,Engineering - Electrical and Electronic,2011,mention
state university of new york at binghamton,state university of new york at binghamton,Social Sciences - Political Science,2011,mention
virginia state university,vanderbilt university,Engineering - Chemical Engineering,2011,mention
university of texas at austin,undecided,Psychology - Cognitive Neuroscience,2011,mention
